ISSN	Título	Estrato	Área de Avaliação	Status
2040-3364	Nanoscale (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1465-7392	Nature Cell Biology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1552-4450	Nature Chemical Biology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
2041-1723	Nature Communications	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1061-4036	Nature Genetics (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1529-2908	Nature Immunology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0028-0836	Nature (London)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1078-8956	Nature Medicine (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1548-7091	Nature Methods	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1097-6256	Nature Neuroscience (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1750-2799	Nature Protocols (Online): recipes for researchers	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1754-2189	Nature Protocols (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1740-1526	Nature Review, Microbiology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1759-5002	Nature Reviews. Cardiology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1759-5045	Nature Reviews. Gastroenterology & Hepatology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1471-0056	Nature Reviews. Genetics (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1474-1733	Nature Reviews. Immunology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1471-0048	Nature Reviews. Neuroscience (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1522-8002	Neoplasia (New York, N.Y.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0197-4580	Neurobiology of Aging	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0969-9961	Neurobiology of Disease	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1053-8119	Neuroimage (Orlando, Fla. Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
